timestamp,value
2022-06-15T08:13:30.0000000Z,0
2022-06-15T08:15:30.0000000Z,0
2022-06-15T08:17:30.0000000Z,0
2022-06-15T08:19:30.0000000Z,0
2022-06-15T08:21:30.0000000Z,0
2022-06-15T08:23:30.0000000Z,0
2022-06-15T08:25:30.0000000Z,0
2022-06-15T08:27:30.0000000Z,0
2022-06-15T08:29:30.0000000Z,0
2022-06-15T08:31:30.0000000Z,0
2022-06-15T08:33:30.0000000Z,0
2022-06-15T08:35:30.0000000Z,0
2022-06-15T08:37:30.0000000Z,0
2022-06-15T08:39:30.0000000Z,0
2022-06-15T08:41:30.0000000Z,0
2022-06-15T08:43:30.0000000Z,0
2022-06-15T08:45:30.0000000Z,0
2022-06-15T08:47:30.0000000Z,0
2022-06-15T08:49:30.0000000Z,0
2022-06-15T08:51:30.0000000Z,0
2022-06-15T08:53:30.0000000Z,0
2022-06-15T08:55:30.0000000Z,0
2022-06-15T08:57:30.0000000Z,0
2022-06-15T08:59:30.0000000Z,0
2022-06-15T09:01:30.0000000Z,3.09
2022-06-15T09:03:30.0000000Z,2.31
2022-06-15T09:05:30.0000000Z,4.04
2022-06-15T09:07:30.0000000Z,6.15
2022-06-15T09:09:30.0000000Z,24.77
2022-06-15T09:11:30.0000000Z,7.11
2022-06-15T09:13:30.0000000Z,0.48
2022-06-15T09:15:30.0000000Z,0
2022-06-15T09:17:30.0000000Z,0
2022-06-15T09:19:30.0000000Z,0
2022-06-15T09:21:30.0000000Z,0
2022-06-15T09:23:30.0000000Z,0
2022-06-15T09:25:30.0000000Z,0
2022-06-15T09:27:30.0000000Z,0
2022-06-15T09:29:30.0000000Z,0
2022-06-15T09:31:30.0000000Z,0
2022-06-15T09:33:30.0000000Z,0
2022-06-15T09:35:30.0000000Z,0
2022-06-15T09:37:30.0000000Z,0
2022-06-15T09:39:30.0000000Z,0
2022-06-15T09:41:30.0000000Z,0
2022-06-15T09:43:30.0000000Z,0
2022-06-15T09:45:30.0000000Z,0
2022-06-15T09:47:30.0000000Z,0
2022-06-15T09:49:30.0000000Z,0
2022-06-15T09:51:30.0000000Z,0
2022-06-15T09:53:30.0000000Z,0
2022-06-15T09:55:30.0000000Z,0
2022-06-15T09:57:30.0000000Z,0
2022-06-15T09:59:30.0000000Z,0
2022-06-15T10:01:30.0000000Z,0
2022-06-15T10:03:30.0000000Z,0
2022-06-15T10:05:30.0000000Z,0
2022-06-15T10:07:30.0000000Z,0
2022-06-15T10:09:30.0000000Z,0
2022-06-15T10:11:30.0000000Z,0
2022-06-15T10:13:30.0000000Z,0
2022-06-15T10:15:30.0000000Z,0
2022-06-15T10:17:30.0000000Z,0
2022-06-15T10:19:30.0000000Z,0
2022-06-15T10:21:30.0000000Z,0
2022-06-15T10:23:30.0000000Z,0
2022-06-15T10:25:30.0000000Z,0
2022-06-15T10:27:30.0000000Z,0
2022-06-15T10:29:30.0000000Z,0
2022-06-15T10:31:30.0000000Z,0
2022-06-15T10:33:30.0000000Z,0
2022-06-15T10:35:30.0000000Z,0
2022-06-15T10:37:30.0000000Z,0
2022-06-15T10:39:30.0000000Z,0
2022-06-15T10:41:30.0000000Z,0
2022-06-15T10:43:30.0000000Z,0
2022-06-15T10:45:30.0000000Z,0
2022-06-15T10:47:30.0000000Z,0
2022-06-15T10:49:30.0000000Z,0
2022-06-15T10:51:30.0000000Z,0
2022-06-15T10:53:30.0000000Z,0
2022-06-15T10:55:30.0000000Z,0
2022-06-15T10:57:30.0000000Z,0
2022-06-15T10:59:30.0000000Z,0
2022-06-15T11:01:30.0000000Z,0
2022-06-15T11:03:30.0000000Z,0
2022-06-15T11:05:30.0000000Z,0
2022-06-15T11:07:30.0000000Z,0
2022-06-15T11:09:30.0000000Z,0
2022-06-15T11:11:30.0000000Z,0
2022-06-15T11:13:30.0000000Z,0
2022-06-15T11:15:30.0000000Z,0
2022-06-15T11:17:30.0000000Z,0
2022-06-15T11:19:30.0000000Z,0
2022-06-15T11:21:30.0000000Z,0
2022-06-15T11:23:30.0000000Z,0
2022-06-15T11:25:30.0000000Z,0
2022-06-15T11:27:30.0000000Z,0
2022-06-15T11:29:30.0000000Z,0
2022-06-15T11:31:30.0000000Z,0
2022-06-15T11:33:30.0000000Z,0
2022-06-15T11:35:30.0000000Z,0
2022-06-15T11:37:30.0000000Z,0
2022-06-15T11:39:30.0000000Z,0
2022-06-15T11:41:30.0000000Z,0
2022-06-15T11:43:30.0000000Z,0
2022-06-15T11:45:30.0000000Z,0
2022-06-15T11:47:30.0000000Z,0
2022-06-15T11:49:30.0000000Z,0
2022-06-15T11:51:30.0000000Z,0
2022-06-15T11:53:30.0000000Z,0
2022-06-15T11:55:30.0000000Z,0
2022-06-15T11:57:30.0000000Z,0
2022-06-15T11:59:30.0000000Z,0
2022-06-15T12:01:30.0000000Z,0
2022-06-15T12:03:30.0000000Z,0
2022-06-15T12:05:30.0000000Z,0
2022-06-15T12:07:30.0000000Z,0
2022-06-15T12:09:30.0000000Z,0
2022-06-15T12:11:30.0000000Z,0
2022-06-15T12:13:30.0000000Z,0
2022-06-15T12:15:30.0000000Z,0
2022-06-15T12:17:30.0000000Z,0
2022-06-15T12:19:30.0000000Z,0
2022-06-15T12:21:30.0000000Z,0
2022-06-15T12:23:30.0000000Z,0
2022-06-15T12:25:30.0000000Z,0
2022-06-15T12:27:30.0000000Z,0
2022-06-15T12:29:30.0000000Z,0
2022-06-15T12:31:30.0000000Z,0
2022-06-15T12:33:30.0000000Z,0
2022-06-15T12:35:30.0000000Z,0
2022-06-15T12:37:30.0000000Z,0
2022-06-15T12:39:30.0000000Z,0
2022-06-15T12:41:30.0000000Z,0
2022-06-15T12:43:30.0000000Z,0
2022-06-15T12:45:30.0000000Z,0
2022-06-15T12:47:30.0000000Z,0
2022-06-15T12:49:30.0000000Z,0
2022-06-15T12:51:30.0000000Z,0
2022-06-15T12:53:30.0000000Z,0
2022-06-15T12:55:30.0000000Z,0
2022-06-15T12:57:30.0000000Z,0
2022-06-15T12:59:30.0000000Z,0
2022-06-15T13:01:30.0000000Z,0
2022-06-15T13:03:30.0000000Z,0
2022-06-15T13:05:30.0000000Z,0
2022-06-15T13:07:30.0000000Z,0
2022-06-15T13:09:30.0000000Z,0
2022-06-15T13:11:30.0000000Z,0
2022-06-15T13:13:30.0000000Z,0
2022-06-15T13:15:30.0000000Z,0
2022-06-15T13:17:30.0000000Z,0
2022-06-15T13:19:30.0000000Z,0
2022-06-15T13:21:30.0000000Z,0
2022-06-15T13:23:30.0000000Z,0
2022-06-15T13:25:30.0000000Z,0
2022-06-15T13:27:30.0000000Z,0
2022-06-15T13:29:30.0000000Z,0
2022-06-15T13:31:30.0000000Z,0
2022-06-15T13:33:30.0000000Z,0
2022-06-15T13:35:30.0000000Z,0
2022-06-15T13:37:30.0000000Z,0
2022-06-15T13:39:30.0000000Z,0
2022-06-15T13:41:30.0000000Z,0
2022-06-15T13:43:30.0000000Z,0
2022-06-15T13:45:30.0000000Z,0
2022-06-15T13:47:30.0000000Z,0
2022-06-15T13:49:30.0000000Z,0
2022-06-15T13:51:30.0000000Z,0
2022-06-15T13:53:30.0000000Z,0
2022-06-15T13:55:30.0000000Z,0
2022-06-15T13:57:30.0000000Z,0
2022-06-15T13:59:30.0000000Z,0
2022-06-15T14:01:30.0000000Z,0
2022-06-15T14:03:30.0000000Z,0
2022-06-15T14:05:30.0000000Z,0
2022-06-15T14:07:30.0000000Z,0
2022-06-15T14:09:30.0000000Z,0
2022-06-15T14:11:30.0000000Z,0
2022-06-15T14:13:30.0000000Z,0
2022-06-15T14:15:30.0000000Z,0
2022-06-15T14:17:30.0000000Z,0
2022-06-15T14:19:30.0000000Z,0
2022-06-15T14:21:30.0000000Z,0
2022-06-15T14:23:30.0000000Z,0
2022-06-15T14:25:30.0000000Z,0
2022-06-15T14:27:30.0000000Z,0
2022-06-15T14:29:30.0000000Z,0
2022-06-15T14:31:30.0000000Z,0
2022-06-15T14:33:30.0000000Z,0
2022-06-15T14:35:30.0000000Z,0
2022-06-15T14:37:30.0000000Z,0
2022-06-15T14:39:30.0000000Z,0
2022-06-15T14:41:30.0000000Z,0
2022-06-15T14:43:30.0000000Z,0
2022-06-15T14:45:30.0000000Z,0
2022-06-15T14:47:30.0000000Z,0
2022-06-15T14:49:30.0000000Z,0
2022-06-15T14:51:30.0000000Z,0
2022-06-15T14:53:30.0000000Z,0
2022-06-15T14:55:30.0000000Z,0
2022-06-15T14:57:30.0000000Z,0
2022-06-15T14:59:30.0000000Z,0
2022-06-15T15:01:30.0000000Z,0
2022-06-15T15:03:30.0000000Z,0
2022-06-15T15:05:30.0000000Z,0
2022-06-15T15:07:30.0000000Z,0
2022-06-15T15:09:30.0000000Z,0
2022-06-15T15:11:30.0000000Z,0
2022-06-15T15:13:30.0000000Z,0
2022-06-15T15:15:30.0000000Z,0
2022-06-15T15:17:30.0000000Z,0
2022-06-15T15:19:30.0000000Z,0
2022-06-15T15:21:30.0000000Z,0
2022-06-15T15:23:30.0000000Z,0
2022-06-15T15:25:30.0000000Z,0
2022-06-15T15:27:30.0000000Z,0
2022-06-15T15:29:30.0000000Z,0
2022-06-15T15:31:30.0000000Z,0
2022-06-15T15:33:30.0000000Z,0
2022-06-15T15:35:30.0000000Z,0
2022-06-15T15:37:30.0000000Z,0
2022-06-15T15:39:30.0000000Z,0
2022-06-15T15:41:30.0000000Z,0
2022-06-15T15:43:30.0000000Z,0
2022-06-15T15:45:30.0000000Z,0
2022-06-15T15:47:30.0000000Z,0
2022-06-15T15:49:30.0000000Z,0
2022-06-15T15:51:30.0000000Z,0
2022-06-15T15:53:30.0000000Z,0
2022-06-15T15:55:30.0000000Z,0
2022-06-15T15:57:30.0000000Z,0
2022-06-15T15:59:30.0000000Z,0
2022-06-15T16:01:30.0000000Z,0
2022-06-15T16:03:30.0000000Z,0
2022-06-15T16:05:30.0000000Z,0
2022-06-15T16:07:30.0000000Z,0
2022-06-15T16:09:30.0000000Z,0
2022-06-15T16:11:30.0000000Z,0
2022-06-15T16:13:30.0000000Z,0
2022-06-15T16:15:30.0000000Z,0
2022-06-15T16:17:30.0000000Z,0
2022-06-15T16:19:30.0000000Z,0
2022-06-15T16:21:30.0000000Z,0
2022-06-15T16:23:30.0000000Z,0
2022-06-15T16:25:30.0000000Z,0
2022-06-15T16:27:30.0000000Z,0
2022-06-15T16:29:30.0000000Z,0
2022-06-15T16:31:30.0000000Z,0
2022-06-15T16:33:30.0000000Z,0
2022-06-15T16:35:30.0000000Z,0
2022-06-15T16:37:30.0000000Z,0
2022-06-15T16:39:30.0000000Z,0
2022-06-15T16:41:30.0000000Z,0
2022-06-15T16:43:30.0000000Z,0
2022-06-15T16:45:30.0000000Z,0
2022-06-15T16:47:30.0000000Z,0
2022-06-15T16:49:30.0000000Z,0
2022-06-15T16:51:30.0000000Z,0
2022-06-15T16:53:30.0000000Z,0
2022-06-15T16:55:30.0000000Z,0
2022-06-15T16:57:30.0000000Z,0
2022-06-15T16:59:30.0000000Z,0
2022-06-15T17:01:30.0000000Z,0
2022-06-15T17:03:30.0000000Z,0
2022-06-15T17:05:30.0000000Z,0
2022-06-15T17:07:30.0000000Z,0
2022-06-15T17:09:30.0000000Z,0
2022-06-15T17:11:30.0000000Z,0
2022-06-15T17:13:30.0000000Z,0
2022-06-15T17:15:30.0000000Z,0
2022-06-15T17:17:30.0000000Z,0
2022-06-15T17:19:30.0000000Z,0
2022-06-15T17:21:30.0000000Z,0
2022-06-15T17:23:30.0000000Z,0
2022-06-15T17:25:30.0000000Z,0
2022-06-15T17:27:30.0000000Z,0
2022-06-15T17:29:30.0000000Z,0
2022-06-15T17:31:30.0000000Z,0
2022-06-15T17:33:30.0000000Z,0
2022-06-15T17:35:30.0000000Z,0
2022-06-15T17:37:30.0000000Z,0
2022-06-15T17:39:30.0000000Z,0
2022-06-15T17:41:30.0000000Z,0
2022-06-15T17:43:30.0000000Z,0
2022-06-15T17:45:30.0000000Z,0
2022-06-15T17:47:30.0000000Z,0
2022-06-15T17:49:30.0000000Z,0
2022-06-15T17:51:30.0000000Z,0
2022-06-15T17:53:30.0000000Z,0
2022-06-15T17:55:30.0000000Z,0
2022-06-15T17:57:30.0000000Z,0
2022-06-15T17:59:30.0000000Z,0
2022-06-15T18:01:30.0000000Z,0
2022-06-15T18:03:30.0000000Z,0
2022-06-15T18:05:30.0000000Z,0
2022-06-15T18:07:30.0000000Z,0
2022-06-15T18:09:30.0000000Z,0
2022-06-15T18:11:30.0000000Z,0
2022-06-15T18:13:30.0000000Z,0
2022-06-15T18:15:30.0000000Z,0
2022-06-15T18:17:30.0000000Z,0
2022-06-15T18:19:30.0000000Z,0
2022-06-15T18:21:30.0000000Z,0
2022-06-15T18:23:30.0000000Z,0
2022-06-15T18:25:30.0000000Z,0
2022-06-15T18:27:30.0000000Z,0
2022-06-15T18:29:30.0000000Z,0
2022-06-15T18:31:30.0000000Z,0
2022-06-15T18:33:30.0000000Z,0
2022-06-15T18:35:30.0000000Z,0
2022-06-15T18:37:30.0000000Z,0
2022-06-15T18:39:30.0000000Z,0
2022-06-15T18:41:30.0000000Z,0
2022-06-15T18:43:30.0000000Z,0
2022-06-15T18:45:30.0000000Z,0
2022-06-15T18:47:30.0000000Z,0
2022-06-15T18:49:30.0000000Z,0
2022-06-15T18:51:30.0000000Z,0
2022-06-15T18:53:30.0000000Z,0
2022-06-15T18:55:30.0000000Z,0
2022-06-15T18:57:30.0000000Z,0
2022-06-15T18:59:30.0000000Z,0
2022-06-15T19:01:30.0000000Z,0
2022-06-15T19:03:30.0000000Z,0
2022-06-15T19:05:30.0000000Z,0
2022-06-15T19:07:30.0000000Z,0
2022-06-15T19:09:30.0000000Z,0
2022-06-15T19:11:30.0000000Z,0
2022-06-15T19:13:30.0000000Z,0
2022-06-15T19:15:30.0000000Z,0
2022-06-15T19:17:30.0000000Z,0
2022-06-15T19:19:30.0000000Z,0
2022-06-15T19:21:30.0000000Z,0
2022-06-15T19:23:30.0000000Z,0
2022-06-15T19:25:30.0000000Z,0
2022-06-15T19:27:30.0000000Z,0
2022-06-15T19:29:30.0000000Z,0
2022-06-15T19:31:30.0000000Z,0
2022-06-15T19:33:30.0000000Z,0
2022-06-15T19:35:30.0000000Z,0
2022-06-15T19:37:30.0000000Z,0
2022-06-15T19:39:30.0000000Z,0
2022-06-15T19:41:30.0000000Z,0
2022-06-15T19:43:30.0000000Z,0
2022-06-15T19:45:30.0000000Z,0
2022-06-15T19:47:30.0000000Z,0
2022-06-15T19:49:30.0000000Z,0
2022-06-15T19:51:30.0000000Z,0
2022-06-15T19:53:30.0000000Z,0
2022-06-15T19:55:30.0000000Z,0
2022-06-15T19:57:30.0000000Z,0
2022-06-15T19:59:30.0000000Z,0
2022-06-15T20:01:30.0000000Z,0
2022-06-15T20:03:30.0000000Z,1.39
2022-06-15T20:05:30.0000000Z,2.85
2022-06-15T20:07:30.0000000Z,1.62
2022-06-15T20:09:30.0000000Z,1.22
2022-06-15T20:11:30.0000000Z,0.64
2022-06-15T20:13:30.0000000Z,0
2022-06-15T20:15:30.0000000Z,0
2022-06-15T20:17:30.0000000Z,0
2022-06-15T20:19:30.0000000Z,0
2022-06-15T20:21:30.0000000Z,0
2022-06-15T20:23:30.0000000Z,0
2022-06-15T20:25:30.0000000Z,0
2022-06-15T20:27:30.0000000Z,0
2022-06-15T20:29:30.0000000Z,0
2022-06-15T20:31:30.0000000Z,0
2022-06-15T20:33:30.0000000Z,0
2022-06-15T20:35:30.0000000Z,0
2022-06-15T20:37:30.0000000Z,0
2022-06-15T20:39:30.0000000Z,0
2022-06-15T20:41:30.0000000Z,0
2022-06-15T20:43:30.0000000Z,0
2022-06-15T20:45:30.0000000Z,0
2022-06-15T20:47:30.0000000Z,0
2022-06-15T20:49:30.0000000Z,0
2022-06-15T20:51:30.0000000Z,0
2022-06-15T20:53:30.0000000Z,0
2022-06-15T20:55:30.0000000Z,0
2022-06-15T20:57:30.0000000Z,0
2022-06-15T20:59:30.0000000Z,0
2022-06-15T21:01:30.0000000Z,0
2022-06-15T21:03:30.0000000Z,0
2022-06-15T21:05:30.0000000Z,0
2022-06-15T21:07:30.0000000Z,0
2022-06-15T21:09:30.0000000Z,0
2022-06-15T21:11:30.0000000Z,0
2022-06-15T21:13:30.0000000Z,0
2022-06-15T21:15:30.0000000Z,0
2022-06-15T21:17:30.0000000Z,0
2022-06-15T21:19:30.0000000Z,0
2022-06-15T21:21:30.0000000Z,0
2022-06-15T21:23:30.0000000Z,0
2022-06-15T21:25:30.0000000Z,0
2022-06-15T21:27:30.0000000Z,0
2022-06-15T21:29:30.0000000Z,0
2022-06-15T21:31:30.0000000Z,0
2022-06-15T21:33:30.0000000Z,0
2022-06-15T21:35:30.0000000Z,0
2022-06-15T21:37:30.0000000Z,0
2022-06-15T21:39:30.0000000Z,0
2022-06-15T21:41:30.0000000Z,0
2022-06-15T21:43:30.0000000Z,0
2022-06-15T21:45:30.0000000Z,0
2022-06-15T21:47:30.0000000Z,0
2022-06-15T21:49:30.0000000Z,0
2022-06-15T21:51:30.0000000Z,0
2022-06-15T21:53:30.0000000Z,0
2022-06-15T21:55:30.0000000Z,0
2022-06-15T21:57:30.0000000Z,0
2022-06-15T21:59:30.0000000Z,0
2022-06-15T22:01:30.0000000Z,0
2022-06-15T22:03:30.0000000Z,0
2022-06-15T22:05:30.0000000Z,0
2022-06-15T22:07:30.0000000Z,0
2022-06-15T22:09:30.0000000Z,0
2022-06-15T22:11:30.0000000Z,0
2022-06-15T22:13:30.0000000Z,0
2022-06-15T22:15:30.0000000Z,0.06
2022-06-15T22:17:30.0000000Z,0
2022-06-15T22:19:30.0000000Z,0
2022-06-15T22:21:30.0000000Z,0
2022-06-15T22:23:30.0000000Z,0
2022-06-15T22:25:30.0000000Z,0
2022-06-15T22:27:30.0000000Z,0
2022-06-15T22:29:30.0000000Z,0
2022-06-15T22:31:30.0000000Z,0
2022-06-15T22:33:30.0000000Z,0
2022-06-15T22:35:30.0000000Z,0
2022-06-15T22:37:30.0000000Z,0
2022-06-15T22:39:30.0000000Z,0
2022-06-15T22:41:30.0000000Z,0
2022-06-15T22:43:30.0000000Z,0
2022-06-15T22:45:30.0000000Z,0
2022-06-15T22:47:30.0000000Z,0
2022-06-15T22:49:30.0000000Z,0
2022-06-15T22:51:30.0000000Z,0
2022-06-15T22:53:30.0000000Z,0
2022-06-15T22:55:30.0000000Z,0
2022-06-15T22:57:30.0000000Z,0
2022-06-15T22:59:30.0000000Z,0
2022-06-15T23:01:30.0000000Z,0
2022-06-15T23:03:30.0000000Z,0
2022-06-15T23:05:30.0000000Z,0
2022-06-15T23:07:30.0000000Z,0
2022-06-15T23:09:30.0000000Z,0
2022-06-15T23:11:30.0000000Z,0
2022-06-15T23:13:30.0000000Z,0
2022-06-15T23:15:30.0000000Z,0
2022-06-15T23:17:30.0000000Z,0
2022-06-15T23:19:30.0000000Z,0
2022-06-15T23:21:30.0000000Z,0
2022-06-15T23:23:30.0000000Z,0
2022-06-15T23:25:30.0000000Z,0
2022-06-15T23:27:30.0000000Z,0
2022-06-15T23:29:30.0000000Z,0
2022-06-15T23:31:30.0000000Z,0
2022-06-15T23:33:30.0000000Z,0
2022-06-15T23:35:30.0000000Z,0
2022-06-15T23:37:30.0000000Z,0
2022-06-15T23:39:30.0000000Z,0
2022-06-15T23:41:30.0000000Z,0
2022-06-15T23:43:30.0000000Z,0
2022-06-15T23:45:30.0000000Z,0
2022-06-15T23:47:30.0000000Z,0
2022-06-15T23:49:30.0000000Z,0
2022-06-15T23:51:30.0000000Z,0
2022-06-15T23:53:30.0000000Z,0
2022-06-15T23:55:30.0000000Z,0
2022-06-15T23:57:30.0000000Z,0
2022-06-15T23:59:30.0000000Z,0
2022-06-16T00:01:30.0000000Z,0
2022-06-16T00:03:30.0000000Z,0
2022-06-16T00:05:30.0000000Z,0
2022-06-16T00:07:30.0000000Z,0
2022-06-16T00:09:30.0000000Z,0
2022-06-16T00:11:30.0000000Z,0
2022-06-16T00:13:30.0000000Z,0
2022-06-16T00:15:30.0000000Z,0
2022-06-16T00:17:30.0000000Z,0
2022-06-16T00:19:30.0000000Z,0
2022-06-16T00:21:30.0000000Z,0
2022-06-16T00:23:30.0000000Z,0
2022-06-16T00:25:30.0000000Z,0
2022-06-16T00:27:30.0000000Z,0
2022-06-16T00:29:30.0000000Z,0
2022-06-16T00:31:30.0000000Z,0
2022-06-16T00:33:30.0000000Z,0
2022-06-16T00:35:30.0000000Z,0
2022-06-16T00:37:30.0000000Z,0
2022-06-16T00:39:30.0000000Z,0
2022-06-16T00:41:30.0000000Z,0
2022-06-16T00:43:30.0000000Z,0
2022-06-16T00:45:30.0000000Z,0
2022-06-16T00:47:30.0000000Z,0
2022-06-16T00:49:30.0000000Z,0
2022-06-16T00:51:30.0000000Z,0
2022-06-16T00:53:30.0000000Z,0
2022-06-16T00:55:30.0000000Z,0
2022-06-16T00:57:30.0000000Z,0
2022-06-16T00:59:30.0000000Z,0
2022-06-16T01:01:30.0000000Z,0
2022-06-16T01:03:30.0000000Z,0
2022-06-16T01:05:30.0000000Z,0
2022-06-16T01:07:30.0000000Z,0
2022-06-16T01:09:30.0000000Z,0
2022-06-16T01:11:30.0000000Z,0
